1,35148,AL,SUMITON,87.044545,33.768005
1,35150,AL,SYLACAUGA,86.271257,33.171675
1,35160,AL,TALLADEGA,86.113352,33.435445
1,35171,AL,THORSBY,86.746724,32.923755
1,35172,AL,TRAFFORD,86.743414,33.819038
1,35173,AL,TRUSSVILLE,86.598068,33.633932
1,35175,AL,UNION GROVE,86.462793,34.409345
1,35176,AL,VANDIVER,86.501278,33.480704
1,35178,AL,VINCENT,86.399425,33.401049
1,35179,AL,VINEMONT,86.912512,34.262121
1,35180,AL,WARRIOR,86.819849,33.852862
1,35183,AL,WEOGUFKA,86.304203,33.02381
1,35184,AL,WEST BLOCTON,87.13694,33.142431
1,35186,AL,WILSONVILLE,86.529894,33.229255
1,35188,AL,WOODSTOCK,87.163469,33.169808
1,35203,AL,BIRMINGHAM,86.806626,33.520994
1,35204,AL,BIRMINGHAM,86.837198,33.51795
1,35205,AL,BIRMINGHAM,86.805937,33.495144
1,35206,AL,BIRMINGHAM,86.719854,33.567797
1,35207,AL,BIRMINGHAM,86.815344,33.559383
1,35208,AL,BIRMINGHAM,86.879884,33.497658
1,35209,AL,HOMEWOOD,86.806738,33.469624
1,35210,AL,IRONDALE,86.685697,33.532797
1,35211,AL,BIRMINGHAM,86.85904,33.481565
1,35212,AL,BIRMINGHAM,86.749524,33.540883
1,35213,AL,CRESTLINE HEIGHT,86.742108,33.508195
1,35214,AL,BIRMINGHAM,86.886989,33.555445
1,35215,AL,CENTER POINT,86.693197,33.635447
1,35216,AL,VESTAVIA HILLS,86.790425,33.41531
1,35217,AL,BIRMINGHAM,86.764995,33.5887
1,35218,AL,BIRMINGHAM,86.892993,33.505972
1,35221,AL,BIRMINGHAM,86.893493,33.452316
1,35222,AL,BIRMINGHAM,86.766579,33.521859
1,35223,AL,MOUNTAIN BROOK,86.736584,33.488726
1,35224,AL,BIRMINGHAM,86.934193,33.519126
1,35226,AL,BLUFF PARK,86.831257,33.403675
1,35228,AL,MIDFIELD,86.914703,33.462446
1,35233,AL,BIRMINGHAM,86.800257,33.506161
1,35234,AL,BIRMINGHAM,86.80685,33.53775
1,35235,AL,CENTER POINT,86.661051,33.618045
1,35242,AL,SHOAL CREEK,86.705511,33.401559
1,35243,AL,CAHABA HEIGHTS,86.743676,33.446053
1,35244,AL,HOOVER,86.776381,33.371776
1,35401,AL,TUSCALOOSA,87.562666,33.196891
1,35404,AL,HOLT,87.488079,33.210914
1,35405,AL,TUSCALOOSA,87.514435,33.161704
1,35406,AL,TUSCALOOSA,87.536035,33.272174
1,35441,AL,STEWART,87.708558,32.872354
1,35442,AL,ALICEVILLE,88.166689,33.122813
1,35443,AL,BOLIGEE,88.026652,32.774646
1,35444,AL,BROOKWOOD,87.309025,33.277523
1,35446,AL,BUHL,87.718886,33.249448
1,35447,AL,CARROLLTON,88.132122,33.248506
1,35452,AL,COKER,87.636528,33.252612
1,35453,AL,COTTONDALE,87.387051,33.176667
1,35456,AL,DUNCANVILLE,87.494977,33.082815
1,35457,AL,ECHOLA,87.807202,33.316559
1,35458,AL,ELROD,87.801429,33.343678
1,35459,AL,EMELLE,88.305747,32.754963
1,35460,AL,EPES,88.161443,32.763371
1,35461,AL,ETHELSVILLE,88.221987,33.386816
1,35462,AL,EUTAW,87.930297,32.888871
1,35463,AL,FOSTERS,87.735688,33.135859
1,35464,AL,GAINESVILLE,88.271558,32.908364
1,35466,AL,GORDO,87.900504,33.346917
1,35469,AL,KNOXVILLE,87.791855,32.982423
1,35470,AL,COATOPA,88.173592,32.588509
1,35474,AL,CYPRESS,87.615134,32.978853
1,35476,AL,NORTHPORT,87.591441,33.283425
1,35480,AL,RALPH,87.744984,33.062868
1,35481,AL,REFORM,88.020277,33.395945
1,35490,AL,VANCE,87.257362,33.17498
1,35501,AL,JASPER,87.249144,33.871672
1,35540,AL,ADDISON,87.194766,34.205571
1,35541,AL,ARLEY,87.182761,34.063234
1,35542,AL,BANKSTON,87.68965,33.70083
1,35543,AL,BEAR CREEK,87.686083,34.213469
1,35544,AL,BEAVERTON,88.01567,33.942877
1,35546,AL,BERRY,87.622563,33.694485
1,35548,AL,BRILLIANT,87.756315,34.037702
1,35549,AL,CARBON HILL,87.540328,33.909252
1,35550,AL,CORDOVA,87.18406,33.768033
1,35552,AL,DETROIT,88.16063,34.010874
1,35553,AL,DOUBLE SPRINGS,87.397431,34.138682
1,35554,AL,ELDRIDGE,87.619397,33.931546
1,35555,AL,FAYETTE,87.834647,33.697397
1,35563,AL,GUIN,87.90238,33.967624
1,35564,AL,HACKLEBURG,87.860762,34.267803
1,35565,AL,HALEYVILLE,87.593811,34.231423
1,35570,AL,HAMILTON,88.008521,34.153413
1,35571,AL,HODGES,87.959023,34.341664
1,35572,AL,HOUSTON,87.26183,34.118042
1,35574,AL,KENNEDY,88.05172,33.574964
1,35575,AL,LYNN,87.539814,34.052984
1,35576,AL,MILLPORT,88.200003,33.54013
1,35578,AL,NAUVOO,87.432449,33.929859
1,35579,AL,OAKMAN,87.368574,33.700174
1,35580,AL,PARRISH,87.265773,33.721307
1,35581,AL,PHIL CAMPBELL,87.715431,34.347018
1,35582,AL,RED BAY,88.112914,34.451259
1,35585,AL,SPRUCE PINE,87.712149,34.384796
1,35586,AL,SULLIGENT,88.150774,33.8549
1,35587,AL,TOWNLEY,87.437248,33.84702
1,35592,AL,VERNON,88.097919,33.761285
1,35593,AL,VINA,88.077422,34.37116
1,35594,AL,WINFIELD,87.79716,33.930256
1,35601,AL,DECATUR,86.98868,34.589599
1,35603,AL,DECATUR,87.000389,34.548417
1,35610,AL,ANDERSON,87.272327,34.951777
1,35611,AL,ATHENS,86.970733,34.803604
1,35616,AL,CHEROKEE,87.972445,34.744188
1,35618,AL,COURTLAND,87.314255,34.671866
1,35619,AL,DANVILLE,87.053187,34.452189
1,35620,AL,ELKMONT,86.910452,34.915241
1,35621,AL,EVA,86.704427,34.347778
1,35622,AL,FALKVILLE,86.913086,34.347653
1,35630,AL,FLORENCE,87.655985,34.830547
1,35633,AL,FLORENCE,87.739778,34.882471
1,35640,AL,HARTSELLE,86.924235,34.448206
1,35643,AL,HILLSBORO,87.180379,34.64763
1,35645,AL,KILLEN,87.508185,34.901632
1,35646,AL,LEIGHTON,87.522133,34.710982
1,35647,AL,LESTER,87.143396,34.918364
1,35648,AL,LEXINGTON,87.393519,34.955924
1,35650,AL,MOULTON,87.222385,34.505836
1,35651,AL,MOUNT HOPE,87.451453,34.462969
1,35652,AL,ROGERSVILLE,87.323671,34.849544
1,35653,AL,RUSSELLVILLE,87.725726,34.506568
1,35660,AL,SHEFFIELD,87.697057,34.757829
1,35661,AL,MUSCLE SHOALS,87.630443,34.756136
1,35670,AL,SOMERVILLE,86.800931,34.499548
1,35671,AL,TANNER,86.989152,34.713037
1,35672,AL,TOWN CREEK,87.426195,34.649138
1,35673,AL,TRINITY,87.09127,34.591771
1,35674,AL,TUSCUMBIA,87.683259,34.687432
1,35677,AL,WATERLOO,87.962412,34.93568
1,35739,AL,ARDMORE,86.834612,34.980447
1,35740,AL,BRIDGEPORT,85.727681,34.944638
1,35741,AL,BROWNSBORO,86.468703,34.716733
1,35744,AL,DUTTON,85.906729,34.604558
1,35745,AL,ESTILLFORK,86.171571,34.913017
1,35746,AL,FACKLER,85.984648,34.82589
1,35747,AL,GRANT,86.259041,34.495902
1,35748,AL,GURLEY,86.394028,34.713964
1,35749,AL,HARVEST,86.749929,34.82732
1,35750,AL,HAZEL GREEN,86.593484,34.949627
1,35751,AL,HOLLYTREE,86.233627,34.798979
1,35752,AL,HOLLYWOOD,85.953173,34.730428
1,35754,AL,LACEYS SPRING,86.612869,34.499647
1,35755,AL,LANGSTON,86.10563,34.497831
1,35758,AL,TRIANA,86.750951,34.713409
1,35759,AL,MERIDIANVILLE,86.578879,34.861779
1,35760,AL,NEW HOPE,86.3961,34.549445
1,35761,AL,NEW MARKET,86.448742,34.899991
1,35763,AL,BIG COVE,86.466577,34.612859
1,35764,AL,PAINT ROCK,86.332562,34.667122
1,35765,AL,PISGAH,85.803044,34.688601
1,35766,AL,PRINCETON,86.250068,34.840217
1,35768,AL,HYTOP,86.051336,34.67227
1,35771,AL,SECTION,85.994002,34.543275
1,35772,AL,STEVENSON,85.850803,34.876885
1,35773,AL,TONEY,86.699951,34.911644
1,35774,AL,TRENTON,86.291264,34.740065
1,35775,AL,VALHERMOSO SPRIN,86.678,34.538145
1,35776,AL,WOODVILLE,86.22961,34.668927
1,35801,AL,HUNTSVILLE,86.567318,34.726866
1,35802,AL,HUNTSVILLE,86.560347,34.667922
1,35803,AL,HUNTSVILLE,86.55096,34.620506
1,35805,AL,HUNTSVILLE,86.616493,34.705943
1,35806,AL,HUNTSVILLE,86.670411,34.744765
1,35808,AL,HUNTSVILLE,86.653821,34.684525
1,35810,AL,HUNTSVILLE,86.609063,34.778378
1,35811,AL,HUNTSVILLE,86.543786,34.778949
1,35816,AL,HUNTSVILLE,86.624948,34.738864
1,35824,AL,HUNTSVILLE,86.729486,34.658321
1,35901,AL,SOUTHSIDE,86.010279,33.997248
1,35903,AL,HOKES BLUFF,85.928724,33.997057
1,35904,AL,GADSDEN,86.049479,34.021694
1,35905,AL,GLENCOE,85.927586,33.956787
1,35950,AL,ALBERTVILLE,86.206447,34.273859
1,35952,AL,SNEAD,86.350879,34.042916
1,35953,AL,ASHVILLE,86.255167,33.837366
1,35954,AL,ATTALLA,86.096717,34.029597
1,35957,AL,BOAZ,86.148003,34.173686
1,35958,AL,BRYANT,85.632445,34.945026
1,35959,AL,CEDAR BLUFF,85.602567,34.241662
1,35960,AL,CENTRE,85.609229,34.111592
1,35961,AL,COLLINSVILLE,85.861969,34.267957
1,35962,AL,CROSSVILLE,86.030575,34.258784
1,35963,AL,DAWSON,85.929161,34.356838
1,35966,AL,FLAT ROCK,85.708372,34.807598
1,35967,AL,FORT PAYNE,85.712394,34.436792
1,35971,AL,FYFFE,85.928849,34.437284
1,35972,AL,GALLANT,86.234606,33.997586
1,35973,AL,GAYLESVILLE,85.558893,34.357324
1,35974,AL,GERALDINE,86.040393,34.343864
1,35975,AL,GROVEOAK,86.040023,34.435874
1,35976,AL,GUNTERSVILLE,86.305463,34.32193
1,35978,AL,HENAGAR,85.727381,34.618604
1,35979,AL,HIGDON,85.622507,34.873247
1,35980,AL,HORTON,86.317318,34.190033
1,35981,AL,IDER,85.641577,34.735059
1,35983,AL,LEESBURG,85.77051,34.191083
1,35984,AL,MENTONE,85.577728,34.587236
1,35986,AL,RAINSVILLE,85.844605,34.498884
1,35987,AL,STEELE,86.228929,33.941679
1,35988,AL,SYLVANIA,85.792128,34.558962
1,35989,AL,VALLEY HEAD,85.627208,34.5697
1,36003,AL,AUTAUGAVILLE,86.714938,32.462462
1,36004,AL,EUFAULA,85.239657,31.786701
1,36005,AL,BANKS,85.799844,31.836792
1,36006,AL,BILLINGSLEY,86.716301,32.610578
1,36009,AL,BRANTLEY,86.274343,31.570963
1,36010,AL,BRUNDIDGE,85.817668,31.701324
1,36013,AL,CECIL,86.011241,32.300891
1,36016,AL,CLAYTON,85.450932,31.887413
1,36017,AL,CLIO,85.590419,31.68521
1,36022,AL,DEATSVILLE,86.338211,32.613405
1,36024,AL,ECLECTIC,86.031614,32.65419
1,36025,AL,ELMORE,86.316134,32.545378
1,36026,AL,EQUALITY,86.105064,32.813908
1,36027,AL,EUFAULA,85.165605,31.905063
1,36028,AL,DOZIER,86.366315,31.506614
1,36029,AL,FITZPATRICK,85.888329,32.151607
1,36030,AL,FOREST HOME,86.786377,31.85318
1,36031,AL,FORT DAVIS,85.700688,32.28945
1,36032,AL,FORT DEPOSIT,86.576142,31.995979
1,36033,AL,GEORGIANA,86.733965,31.628662
1,36034,AL,GLENWOOD,86.170972,31.664143
1,36035,AL,GOSHEN,86.104851,31.82497
1,36036,AL,GRADY,86.129246,32.019397
1,36037,AL,GREENVILLE,86.622919,31.810036
1,36038,AL,GANTT,86.419836,31.416909
1,36039,AL,HARDAWAY,85.883837,32.312939
1,36040,AL,HAYNEVILLE,86.654994,32.195707
1,36041,AL,HIGHLAND HOME,86.297111,31.928292
1,36042,AL,HONORAVILLE,86.398064,31.878397
1,36043,AL,HOPE HULL,86.393189,32.224256
1,36046,AL,LAPINE,86.278534,31.985423
1,36047,AL,LETOHATCHEE,86.488013,32.086199
1,36048,AL,LOUISVILLE,85.558062,31.794262
1,36049,AL,LUVERNE,86.256601,31.70739
1,36051,AL,MARBURY,86.510138,32.639373
1,36052,AL,MATHEWS,86.041262,32.128288
1,36053,AL,MIDWAY,85.531523,32.09552
1,36054,AL,MILLBROOK,86.364125,32.499485
1,36061,AL,PEROTE,85.74773,32.003459
1,36064,AL,PIKE ROAD,86.09589,32.335705
1,36066,AL,PRATTVILLE,86.42997,32.478695
1,36067,AL,PRATTVILLE,86.483072,32.471501
1,36069,AL,RAMER,86.246329,32.067745
1,36071,AL,RUTLEDGE,86.348464,31.755867
1,36075,AL,SHORTER,85.91616,32.383585
1,36078,AL,TALLASSEE,85.89781,32.550997
1,36080,AL,TITUS,86.239334,32.690019
1,36081,AL,TROY,85.965493,31.794471
1,36083,AL,TUSKEGEE,85.68606,32.431623
1,36088,AL,TUSKEGEE INSTITU,85.714848,32.417699
1,36089,AL,UNION SPRINGS,85.678746,32.166252
1,36091,AL,VERBENA,86.543753,32.759565
1,36092,AL,WETUMPKA,86.188039,32.54509
1,36104,AL,MONTGOMERY,86.308129,32.373037
1,36105,AL,MONTGOMERY,86.310449,32.32573
1,36106,AL,MONTGOMERY,86.267278,32.354268
1,36107,AL,MONTGOMERY,86.279885,32.380405
1,36108,AL,MONTGOMERY,86.352904,32.341682
1,36109,AL,MONTGOMERY,86.243394,32.383443
1,36110,AL,MONTGOMERY,86.274997,32.421686
1,36111,AL,MONTGOMERY,86.271543,32.337363
1,36113,AL,MAXWELL A F B,86.355848,32.388133
1,36115,AL,GUNTER AFS,86.247327,32.406814
1,36116,AL,MONTGOMERY,86.242056,32.312943
1,36117,AL,MONTGOMERY,86.183299,32.373568
1,36201,AL,ANNISTON,85.838152,33.653896
1,36203,AL,OXFORD,85.83347,33.596829
1,36205,AL,FORT MC CLELLAN,85.801467,33.710168
1,36206,AL,ANNISTON,85.838904,33.719124
1,36250,AL,ALEXANDRIA,85.892447,33.780785
1,36251,AL,ASHLAND,85.828976,33.247363
1,36255,AL,CRAGFORD,85.710797,33.217148
1,36256,AL,DAVISTON,85.753831,33.033471
1,36258,AL,DELTA,85.679279,33.457303
1,36260,AL,EASTABOGA,85.96075,33.603132
1,36262,AL,FRUITHURST,85.43814,33.771732
1,36263,AL,GRAHAM,85.334034,33.462976
1,36264,AL,HEFLIN,85.588471,33.611515
1,36265,AL,JACKSONVILLE,85.77518,33.830966
1,36266,AL,LINEVILLE,85.734609,33.328613
1,36267,AL,MILLERVILLE,85.969001,33.158959
1,36268,AL,MUNFORD,85.936322,33.540987
1,36269,AL,MUSCADINE,85.378907,33.752913
1,36270,AL,NEWELL,85.505925,33.440172
1,36271,AL,OHATCHEE,86.025357,33.778779
1,36272,AL,PIEDMONT,85.645997,33.838946
1,36273,AL,RANBURNE,85.378604,33.561627
1,36274,AL,ROCK MILLS,85.357854,33.156443
1,36276,AL,WADLEY,85.551344,33.149192
1,36277,AL,WEAVER,85.810666,33.756286
1,36278,AL,WEDOWEE,85.473737,33.301854
1,36279,AL,WELLINGTON,85.915325,33.863843
1,36280,AL,WOODLAND,85.353768,33.355453
1,36301,AL,TAYLOR,85.418036,31.202888
1,36303,AL,NAPIER FIELD,85.412462,31.255239
1,36310,AL,ABBEVILLE,85.279044,31.575479
1,36311,AL,ARITON,85.707716,31.582996
1,36312,AL,ASHFORD,85.253488,31.1888
1,36314,AL,BLACK,85.745634,31.01318
1,36316,AL,CHANCELLOR,85.910897,31.173379
1,36317,AL,CLOPTON,85.482308,31.602843
1,36318,AL,COFFEE SPRINGS,85.918224,31.138758
1,36319,AL,COLUMBIA,85.145488,31.335235
1,36320,AL,COTTONWOOD,85.375665,31.098934
1,36322,AL,DALEVILLE,85.730473,31.281091
1,36323,AL,ELBA,86.077728,31.41373
1,36330,AL,ENTERPRISE,85.842111,31.340789
1,36340,AL,GENEVA,85.884748,31.041445
1,36343,AL,GORDON,85.123412,31.10019
1,36344,AL,HARTFORD,85.719204,31.08598
1,36345,AL,HEADLAND,85.332277,31.353406
1,36346,AL,JACK,86.043083,31.552392
1,36349,AL,MALVERN,85.522327,31.157528
1,36350,AL,MIDLAND CITY,85.513033,31.36716
1,36351,AL,NEW BROCKTON,85.940386,31.36898
1,36352,AL,NEWTON,85.599229,31.331064
1,36353,AL,NEWVILLE,85.328741,31.440295
1,36360,AL,OZARK,85.643629,31.439069
1,36362,AL,FORT RUCKER,85.721374,31.348011
1,36370,AL,PANSEY,85.238549,31.131778
1,36373,AL,SHORTERVILLE,85.14584,31.625627
1,36374,AL,SKIPPERVILLE,85.549578,31.551588
1,36375,AL,SLOCOMB,85.582954,31.095558
1,36376,AL,WEBB,85.254385,31.265618
1,36401,AL,EVERGREEN,86.925771,31.458009
1,36419,AL,ALLEN,87.66746,31.624266
1,36420,AL,ANDALUSIA,86.490468,31.297142
1,36425,AL,BEATRICE,87.171912,31.727324
1,36426,AL,EAST BREWTON,87.067325,31.118926
1,36432,AL,CASTLEBERRY,87.026754,31.326113
1,36435,AL,COY,87.392558,31.888851
1,36436,AL,DICKINSON,87.656929,31.717167
1,36441,AL,FLOMATON,87.266365,31.040233
1,36442,AL,FLORALA,86.338528,31.017194
1,36444,AL,FRANKLIN,87.441237,31.723815
1,36445,AL,FRISCO CITY,87.381744,31.423478
1,36446,AL,FULTON,87.708065,31.790947
1,36451,AL,GROVE HILL,87.763571,31.675502
1,36453,AL,KINSTON,86.069532,31.262118
1,36454,AL,LENOX,87.19671,31.327261
1,36456,AL,MC KENZIE,86.735615,31.54495
1,36460,AL,MONROEVILLE,87.340993,31.51533
1,36467,AL,OPP,86.257105,31.279861
1,36471,AL,PETERMAN,87.259984,31.589953
1,36473,AL,RANGE,87.319739,31.30169
1,36474,AL,RED LEVEL,86.61209,31.439931
1,36475,AL,REPTON,87.172039,31.425569
1,36477,AL,SAMSON,86.067416,31.104918
1,36480,AL,URIAH,87.570518,31.313467
1,36481,AL,VREDENBURGH,87.416184,31.73443
1,36482,AL,WHATLEY,87.656502,31.639453
1,36483,AL,WING,86.56119,31.148127
1,36502,AL,ATMORE,87.487347,31.057245
1,36505,AL,AXIS,88.04274,31.006817
1,36507,AL,BAY MINETTE,87.76444,30.86354
1,36509,AL,BAYOU LA BATRE,88.250697,30.407983
1,36510,AL,BIGBEE,88.165294,31.589072
1,36511,AL,BON SECOUR,87.721355,30.328883
1,36515,AL,CARLTON,87.837793,31.322449
1,36518,AL,CHATOM,88.269887,31.487638
1,36521,AL,CHUNCHULA,88.131126,30.991178
1,36522,AL,CITRONELLE,88.254949,31.042533
1,36523,AL,CODEN,88.168276,30.418834
1,36524,AL,COFFEEVILLE,88.071542,31.78428
1,36525,AL,CREOLA,88.017414,30.901267
1,36526,AL,DAPHNE,87.889522,30.61972
1,36527,AL,SPANISH FORT,87.88668,30.695852
1,36528,AL,DAUPHIN ISLAND,88.109644,30.252057
1,36529,AL,DEER PARK,88.32731,31.184892
1,36530,AL,ELBERTA,87.58896,30.394239
1,36532,AL,FAIRHOPE,87.883546,30.50116
1,36535,AL,FOLEY,87.685737,30.400664
1,36538,AL,FRANKVILLE,88.133185,31.64684
1,36539,AL,FRUITDALE,88.376597,31.348843
1,36540,AL,GAINESTOWN,87.682176,31.425822
1,36541,AL,GRAND BAY,88.32825,30.498288
1,36542,AL,FORT MORGAN,87.712795,30.268954
1,36544,AL,IRVINGTON,88.239563,30.480241
1,36545,AL,JACKSON,87.867192,31.513098
1,36548,AL,LEROY,87.968672,31.491021
1,36549,AL,LILLIAN,87.474452,30.39724
1,36550,AL,LITTLE RIVER,87.754796,31.22459
1,36551,AL,LOXLEY,87.75624,30.617964
1,36553,AL,MC INTOSH,88.051102,31.236108
1,36555,AL,MAGNOLIA SPRINGS,87.785781,30.394497
1,36558,AL,MILLRY,88.355872,31.626871
1,36560,AL,MOUNT VERNON,88.035044,31.097375
1,36561,AL,ORANGE BEACH,87.555888,30.290596
1,36562,AL,PERDIDO,87.628374,30.98058
1,36567,AL,ROBERTSDALE,87.637268,30.561608
1,36569,AL,SAINT STEPHENS,88.052094,31.533028
1,36570,AL,SALITPA,87.959618,31.654667
1,36571,AL,SARALAND,88.093387,30.833197
1,36572,AL,SATSUMA,88.053312,30.851628
1,36574,AL,SEMINOLE,87.465938,30.504806
1,36575,AL,SEMMES,88.266705,30.754408
1,36576,AL,SILVERHILL,87.745676,30.522237
1,36579,AL,STOCKTON,87.863323,31.01293
1,36580,AL,SUMMERDALE,87.699183,30.475225
1,36582,AL,THEODORE,88.180748,30.544374
1,36583,AL,TIBBIE,88.266828,31.373742
1,36584,AL,VINEGAR BEND,88.386466,31.25841
1,36585,AL,WAGARVILLE,88.070519,31.410205
1,36586,AL,WALKER SPRINGS,87.835355,31.626166
1,36587,AL,WILMER,88.333196,30.813745
1,36602,AL,MOBILE,88.045308,30.688828
1,36603,AL,MOBILE,88.05622,30.692141
1,36604,AL,MOBILE,88.067804,30.681963
1,36605,AL,MOBILE,88.084646,30.634117
1,36606,AL,MOBILE,88.100909,30.672899
1,36607,AL,MOBILE,88.1029,30.697486
1,36608,AL,MOBILE,88.187784,30.69636
1,36609,AL,MOBILE,88.161806,30.660527
1,36610,AL,PRICHARD,88.083761,30.737846
1,36611,AL,CHICKASAW,88.084973,30.766821
1,36612,AL,MOBILE,88.11311,30.751844
1,36613,AL,EIGHT MILE,88.182311,30.795074
1,36615,AL,BROOKLEY FIELD,88.068871,30.631199
1,36617,AL,MOBILE,88.091796,30.714522
1,36618,AL,MOBILE,88.175753,30.732178
1,36619,AL,MOBILE,88.194645,30.592803
1,36693,AL,MOBILE,88.158843,30.631076
1,36695,AL,MOBILE,88.229245,30.647431
1,36701,AL,SELMA,87.024527,32.419719
1,36703,AL,SELMA,87.013546,32.415553
1,36720,AL,ALBERTA,87.342503,32.144889
1,36722,AL,ARLINGTON,87.559691,32.066784
1,36726,AL,CAMDEN,87.295049,32.004732
1,36727,AL,CAMPBELL,88.006072,31.963512
1,36728,AL,CATHERINE,87.483623,32.182
1,36732,AL,DEMOPOLIS,87.839669,32.490792
1,36736,AL,DIXONS MILLS,87.745356,32.067209
1,36738,AL,FAUNSDALE,87.618079,32.423259
1,36740,AL,FORKLAND,87.881676,32.644661
1,36742,AL,GALLION,87.698542,32.529771
1,36744,AL,GREENSBORO,87.590494,32.716721
1,36748,AL,LINDEN,87.795358,32.305343
1,36749,AL,JONES,86.889266,32.608515
1,36750,AL,MAPLESVILLE,86.871704,32.804507
1,36751,AL,LOWER PEACH TREE,87.568224,31.850365
1,36752,AL,BURKVILLE,86.609868,32.300292
1,36754,AL,MAGNOLIA,87.699815,32.141931
1,36756,AL,MARION,87.331437,32.646301
1,36758,AL,PLANTERSVILLE,86.947531,32.617608
1,36759,AL,MARION JUNCTION,87.270181,32.426589
1,36761,AL,BOYS RANCH,86.92497,32.095387
1,36762,AL,MORVIN,87.972897,31.967305
1,36765,AL,NEWBERN,87.561472,32.551465
1,36767,AL,ORRVILLE,87.221368,32.294859
1,36768,AL,PINE APPLE,87.004667,31.926522
1,36769,AL,PINE HILL,87.577086,31.973546
1,36771,AL,PRAIRIE,87.448723,32.084762
1,36773,AL,SAFFORD,87.369345,32.300242
1,36775,AL,SARDIS,86.991959,32.284358
1,36776,AL,SAWYERVILLE,87.740201,32.757796
1,36779,AL,SPROTT,87.141599,32.654376
1,36782,AL,SWEET WATER,87.922755,32.077272
1,36783,AL,THOMASTON,87.597438,32.253776
1,36784,AL,THOMASVILLE,87.759842,31.906728
1,36785,AL,BENTON,86.859867,32.281924
1,36786,AL,UNIONTOWN,87.493398,32.446966
1,36790,AL,STANTON,86.886848,32.709631
1,36792,AL,RANDOLPH,86.90701,32.888834
1,36793,AL,LAWLEY,86.956708,32.864558
1,36801,AL,OPELIKA,85.358629,32.627771
1,36830,AL,AUBURN,85.489001,32.602043
1,36850,AL,CAMP HILL,85.64738,32.782749
1,36852,AL,CUSSETA,85.215791,32.803194
1,36853,AL,DADEVILLE,85.770395,32.82239
1,36854,AL,VALLEY,85.174911,32.811349
1,36855,AL,FIVE POINTS,85.324264,33.042408
1,36858,AL,HATCHECHUBBEE,85.302882,32.284531
1,36860,AL,HURTSBORO,85.395903,32.245429
1,36861,AL,JACKSONS GAP,85.848662,32.879698
